creation_timestamp,system_id,gmp343_corrected,gmp343_temperature,sht45_humidity,bme280_pressure,h2o_v%,measurement_height
2024-06-21T12:05:00.000000+0000,7,520.9570282495147,29.72,45.92399999999999,940.0039999999999,2.041718251758661,85
2024-06-21T12:06:00.000000+0000,7,491.36695411619047,29.900000000000002,46.155,940.6333333333332,2.071945552782771,85
2024-06-21T12:07:00.000000+0000,7,492.74862305773513,30.1,46.3,943.54,2.095979360343123,85
2024-06-21T12:12:00.000000+0000,7,424.6794854591362,30.059999999999995,39.988,941.192,1.8105941210595329,85
2024-06-21T12:13:00.000000+0000,7,424.32191020156625,30.266666666666666,40.08833333333333,940.2049999999999,1.8387021215399961,85
2024-06-21T12:14:00.000000+0000,7,425.8890483511677,30.5,40.2,941.07,1.8668989135311151,85
2024-06-21T12:16:00.000000+0000,7,424.94896477035365,30.633333333333336,40.053333333333335,940.0500000000001,1.8763530274251223,85
2024-06-21T12:17:00.000000+0000,7,425.4758292382829,30.8,39.875,940.8516666666666,1.8842539611863638,85
2024-06-21T12:18:00.000000+0000,7,426.62658021890707,31.049999999999997,39.69166666666667,940.7883333333333,1.902642711277466,85
2024-06-21T12:19:00.000000+0000,7,425.8630969732863,31.333333333333332,39.556666666666665,939.9683333333334,1.928668432347554,85
2024-06-21T12:20:00.000000+0000,7,425.7354485737732,31.58333333333333,39.50666666666667,940.3833333333332,1.9529083945944468,85
2024-06-21T12:21:00.000000+0000,7,425.11043763371043,31.86666666666667,39.56166666666667,940.435,1.9871728500900119,85
2024-06-21T12:22:00.000000+0000,7,426.0649490062866,32.133333333333326,39.655,940.5583333333334,2.0218636068677234,85
2024-06-21T12:23:00.000000+0000,7,425.8862643816047,32.35,39.61333333333334,939.87,2.046092955030477,85
2024-06-21T12:24:00.000000+0000,7,426.7819997968467,32.583333333333336,39.62,940.8266666666667,2.0714181536744194,85
2024-06-21T12:25:00.000000+0000,7,425.8895542914149,32.800000000000004,39.645,938.6666666666666,2.1029759273178934,85
2024-06-21T12:26:00.000000+0000,7,425.28285032083363,33.016666666666666,39.60333333333333,941.9733333333335,2.1190257274388413,85
2024-06-21T12:27:00.000000+0000,7,428.23328377398207,33.18333333333334,39.29666666666666,938.9716666666667,2.129151417770666,85
2024-06-21T12:28:00.000000+0000,7,424.7569041120771,33.36666666666667,39.294999999999995,938.1233333333331,2.1529855833590514,85
2024-06-21T12:29:00.000000+0000,7,427.30142708070537,33.55,39.39666666666667,940.85,2.174489071856054,85
2024-06-21T12:30:00.000000+0000,7,425.96814090707227,33.71666666666667,39.19166666666667,940.5699999999998,2.1840618067721262,85
2024-06-21T12:31:00.000000+0000,7,426.72096908004016,33.916666666666664,39.07333333333333,938.1466666666665,2.207590151533527,85
2024-06-21T12:32:00.000000+0000,7,426.6176630025579,34.05,39.22666666666667,937.8566666666667,2.233472503084911,85
2024-06-21T12:33:00.000000+0000,7,427.02771774986513,34.18333333333334,39.17333333333333,940.2183333333332,2.2414097130447797,85
2024-06-21T12:34:00.000000+0000,7,426.26291573548514,34.300000000000004,38.931666666666665,942.0,2.237843493252037,85
2024-06-21T12:35:00.000000+0000,7,426.1486921424446,34.449999999999996,39.055,938.335,2.27256409413802,85
2024-06-21T12:36:00.000000+0000,7,426.9892110663184,34.55,38.83166666666667,940.5933333333332,2.2666920163035003,85
2024-06-21T12:37:00.000000+0000,7,425.6150962536818,34.63333333333333,38.15833333333333,940.6083333333335,2.2376735637025886,85
2024-06-21T12:38:00.000000+0000,7,426.4017490137233,34.78333333333333,38.071666666666665,941.1683333333332,2.2498917122779183,85
2024-06-21T12:39:00.000000+0000,7,426.3126545619998,34.9,37.696666666666665,939.8433333333332,2.2453301535521075,85
2024-06-21T12:40:00.000000+0000,7,425.1317655100536,34.96666666666667,37.123333333333335,940.6,2.217567667920132,85
2024-06-21T12:41:00.000000+0000,7,425.1618091455259,35.08333333333333,36.833333333333336,941.225,2.2130149653026554,85
2024-06-21T12:42:00.000000+0000,7,427.3482794263349,35.166666666666664,36.718333333333334,940.0533333333333,2.219050164230811,85
2024-06-21T12:43:00.000000+0000,7,427.64646682697924,35.21666666666667,36.89833333333333,940.0949999999999,2.2359958498288686,85
2024-06-21T12:44:00.000000+0000,7,427.83668313991757,35.35,36.765,940.1733333333333,2.244185140725055,85
2024-06-21T12:45:00.000000+0000,7,428.668720342626,35.416666666666664,36.65500000000001,939.3533333333334,2.2476730161829774,85
2024-06-21T12:46:00.000000+0000,7,429.05067927541626,35.475,36.36,938.7075,2.238304009861017,85
2024-06-21T13:21:00.000000+0000,7,391.39406358218895,37.8,22.45,924.6,1.5931862581075744,85
2024-06-21T13:22:00.000000+0000,7,423.83118738971524,37.85,23.221666666666664,939.1016666666668,1.6269012178631108,85
2024-06-21T13:23:00.000000+0000,7,426.61166949675254,37.916666666666664,23.310000000000002,938.5033333333332,1.6400406406127104,85
2024-06-21T13:24:00.000000+0000,7,425.96534109441694,37.983333333333334,23.433333333333334,938.8366666666667,1.6540901098842702,85
2024-06-21T13:25:00.000000+0000,7,426.38765672387825,38.05,23.55666666666667,938.755,1.6689484670615935,85
2024-06-21T13:26:00.000000+0000,7,427.8775839529555,38.1,23.603333333333335,938.7216666666667,1.6768414909138596,85
2024-06-21T13:27:00.000000+0000,7,429.3496818821795,38.11666666666667,23.736666666666665,938.5250000000001,1.6881875387872673,85
2024-06-21T13:28:00.000000+0000,7,426.2317504214501,38.18333333333334,23.794999999999998,938.7783333333333,1.6979861493821402,85
2024-06-21T13:29:00.000000+0000,7,430.0000949720942,38.23333333333333,23.968333333333334,938.3266666666665,1.7158063982152982,85
2024-06-21T13:30:00.000000+0000,7,429.2039281880625,38.300000000000004,24.099999999999998,938.9033333333333,1.7303900870658906,85
2024-06-21T13:31:00.000000+0000,7,427.1716041344637,38.31666666666666,24.22,938.6233333333333,1.7410905885611692,85
2024-06-21T13:32:00.000000+0000,7,426.71744788711754,38.36666666666667,24.206666666666667,938.3133333333334,1.7454103505677487,85
2024-06-21T13:33:00.000000+0000,7,426.6549627290585,38.38333333333333,24.326666666666668,939.1833333333333,1.7540145839617203,85
2024-06-21T13:34:00.000000+0000,7,425.1236034950939,38.4,24.415000000000003,938.4250000000001,1.7633909702536608,85
2024-06-21T13:35:00.000000+0000,7,428.057918083375,38.43333333333333,24.543333333333333,938.36,1.7759728807588941,85
2024-06-21T13:36:00.000000+0000,7,429.39916186673196,38.5,24.713333333333335,938.0,1.7954024900644854,85
2024-06-21T13:37:00.000000+0000,7,429.019001868582,38.5,24.863333333333333,938.7583333333332,1.8048407241296736,85
2024-06-21T13:38:00.000000+0000,7,431.62729553277927,38.5,24.968333333333334,938.7800000000001,1.812420891179005,85
2024-06-21T13:39:00.000000+0000,7,429.14940733769436,38.5,25.09166666666667,938.3133333333334,1.8222793609351955,85
2024-06-21T13:40:00.000000+0000,7,429.4052910904992,38.516666666666666,25.28,938.36,1.837515726159834,85
2024-06-21T13:41:00.000000+0000,7,428.324945563615,38.53333333333333,25.355,937.7950000000001,1.8457347253621144,85
2024-06-21T13:42:00.000000+0000,7,429.5103466282385,38.516666666666666,25.49666666666667,938.4483333333333,1.8530900342106496,85
2024-06-21T13:43:00.000000+0000,7,426.1754556011563,38.56666666666666,25.666666666666668,937.5716666666667,1.8722275567907787,85
2024-06-21T13:44:00.000000+0000,7,426.4492082558165,38.6,25.77666666666666,937.3833333333332,1.8840092524162233,85
2024-06-21T13:45:00.000000+0000,7,426.70893454409844,38.6,25.819999999999997,938.3499999999999,1.8852323474973145,85
2024-06-21T13:46:00.000000+0000,7,426.85157847624333,38.63333333333333,25.828333333333333,937.71,1.8905188607045997,85
2024-06-21T13:47:00.000000+0000,7,427.5809694487051,38.63333333333333,25.98,937.5999999999999,1.9018432842323487,85
2024-06-21T13:48:00.000000+0000,7,426.2177142053266,38.61666666666667,26.095,938.0316666666666,1.9076696327381342,85
2024-06-21T13:49:00.000000+0000,7,427.5225879343007,38.63333333333333,26.105,937.4233333333332,1.911353946035959,85
2024-06-21T13:50:00.000000+0000,7,428.2337330185616,38.63333333333333,26.228333333333328,938.2816666666666,1.9186274032102217,85
2024-06-21T13:51:00.000000+0000,7,426.93110913040863,38.61666666666667,26.355,938.0466666666666,1.9266460706449224,85
2024-06-21T13:52:00.000000+0000,7,425.7156282157601,38.63333333333333,26.433333333333334,937.5,1.9352355593792507,85
2024-06-21T13:53:00.000000+0000,7,427.8823895705415,38.666666666666664,26.560000000000002,938.6216666666666,1.9456743822974008,85
2024-06-21T13:54:00.000000+0000,7,426.73641617703146,38.66666666666667,26.715,937.9666666666666,1.9583956639211575,85
2024-06-21T13:55:00.000000+0000,7,426.60342046447204,38.65,26.83666666666667,937.5416666666666,1.9664410874450133,85
2024-06-21T13:56:00.000000+0000,7,427.5265763199085,38.66666666666667,26.96333333333334,938.4866666666667,1.9755050261486404,85
2024-06-21T13:57:00.000000+0000,7,428.15381472611114,38.699999999999996,27.095,937.7366666666667,1.990307678841385,85
2024-06-21T13:58:00.000000+0000,7,428.63627217869623,38.65,27.24333333333333,937.8133333333334,1.9956610775728418,85
2024-06-21T13:59:00.000000+0000,7,428.75958716650337,38.65,27.42,938.19,2.00779605618838,85
2024-06-21T14:00:00.000000+0000,7,429.0843024830754,38.65,27.573333333333334,937.9966666666668,2.0194398495922425,85
2024-06-21T14:01:00.000000+0000,7,427.5127846344369,38.66666666666667,27.601666666666663,937.4133333333334,2.024588872155157,85
2024-06-21T14:02:00.000000+0000,7,429.2826657926998,38.63333333333333,27.69333333333333,938.3216666666667,2.025707181370455,85
2024-06-21T14:03:00.000000+0000,7,428.0573953192469,38.6,27.933333333333334,938.2233333333334,2.039811508535105,85
2024-06-21T14:04:00.000000+0000,7,429.47491542226913,38.61666666666667,28.011666666666667,937.4016666666666,2.0491634143415536,85
2024-06-21T14:05:00.000000+0000,7,429.50721398596573,38.61666666666667,28.088333333333335,938.4350000000001,2.0525093233620924,85
2024-06-21T14:06:00.000000+0000,7,429.6162300811788,38.56666666666667,28.165000000000003,937.75,2.0540751096678846,85
2024-06-21T14:07:00.000000+0000,7,427.67134153269814,38.56666666666666,28.268333333333334,938.7766666666666,2.0593565927033723,85
2024-06-21T14:08:00.000000+0000,7,428.11147113618597,38.58333333333333,28.456666666666667,937.54,2.077675960618307,85
2024-06-21T14:09:00.000000+0000,7,426.3230033007815,38.55,28.474999999999998,938.7200000000001,2.0726754091454986,85
2024-06-21T14:10:00.000000+0000,7,426.6175384063454,38.55,28.60666666666667,937.4116666666665,2.0851655164779954,85
2024-06-21T14:11:00.000000+0000,7,425.56834120374896,38.516666666666666,28.709999999999997,938.7599999999999,2.0859413717039867,85
2024-06-21T14:12:00.000000+0000,7,430.09038965894433,38.55,28.834999999999997,937.3516666666668,2.101943474403521,85
2024-06-21T14:13:00.000000+0000,7,429.31880039744783,38.583333333333336,28.998333333333335,938.455,2.115159777807998,85
2024-06-21T14:14:00.000000+0000,7,428.9643837057303,38.53333333333333,29.10666666666667,937.5633333333334,2.119363443323411,85
2024-06-21T14:15:00.000000+0000,7,429.13499383136786,38.516666666666666,29.208333333333332,938.2783333333333,2.123237471406331,85
2024-06-21T14:16:00.000000+0000,7,429.0872774228647,38.516666666666666,29.341666666666665,937.3366666666667,2.135072636449005,85
2024-06-21T14:17:00.000000+0000,7,428.17326772681224,38.53333333333333,29.415000000000003,938.5683333333333,2.139520915767906,85
2024-06-21T14:18:00.000000+0000,7,428.5458636670422,38.5,29.485000000000003,937.5966666666667,2.1429814513987764,85
2024-06-21T14:19:00.000000+0000,7,427.2706137341018,38.53333333333333,29.370000000000005,937.3483333333332,2.1390282291006257,85
2024-06-21T14:20:00.000000+0000,7,425.63216375417653,38.55,29.50166666666667,938.2049999999999,2.1485845155903207,85
2024-06-21T14:21:00.000000+0000,7,428.4124255267327,38.5,29.680000000000003,937.0633333333335,2.158381881330983,85
2024-06-21T14:22:00.000000+0000,7,426.97840624004436,38.516666666666666,29.648333333333337,937.5416666666666,2.1569157831525,85
2024-06-21T14:23:00.000000+0000,7,424.98442933979777,38.5,29.659999999999997,937.6366666666667,2.155608557403046,85
2024-06-21T14:24:00.000000+0000,7,425.38371421251816,38.5,29.68166666666667,937.5099999999999,2.1574746884335583,85
2024-06-21T14:25:00.000000+0000,7,424.34923465410736,38.53333333333333,29.668333333333337,936.9516666666668,2.161670733710242,85
2024-06-21T14:26:00.000000+0000,7,424.8795508336897,38.5,29.711666666666662,937.9216666666667,2.1587073995594515,85
2024-06-21T14:27:00.000000+0000,7,427.4673851216049,38.5,29.768333333333334,937.6149999999999,2.163531925321787,85
2024-06-21T14:28:00.000000+0000,7,426.05001764448184,38.5,29.779999999999998,937.0266666666665,2.165738801403756,85
2024-06-21T14:29:00.000000+0000,7,425.92352561874634,38.5,29.781666666666666,937.7966666666666,2.16408167880431,85
2024-06-21T14:30:00.000000+0000,7,424.8866169166939,38.5,29.781666666666666,937.8283333333334,2.1640086065258055,85
2024-06-21T14:31:00.000000+0000,7,427.02383811639845,38.5,29.941666666666666,936.785,2.1780576847142843,85
2024-06-21T14:32:00.000000+0000,7,425.1421326878441,38.5,30.095,937.9050000000001,2.1865974189974535,85
2024-06-21T14:33:00.000000+0000,7,427.40415133159496,38.5,30.23833333333333,937.4499999999999,2.1980778573707065,85
2024-06-21T14:34:00.000000+0000,7,426.2998278162075,38.5,30.19666666666667,937.6933333333333,2.1944794140752597,85
2024-06-21T14:35:00.000000+0000,7,425.8749906375005,38.5,30.228333333333335,937.07,2.1982420079927807,85
2024-06-21T14:36:00.000000+0000,7,426.8675321419666,38.516666666666666,30.34,937.5799999999999,2.2071442785950626,85
